root,preverb,pratyaya_class,count
sṛ,ā,nfin:Conv,1
sṛj,,fin:Fut+Cond+Act,1
sṛj,,fin:Past+Opt+Act,1
sṛj,,fin:Plp+Ind+Act,1
sṛj,,fin:Pqp+Ind+Act,1
sṛj,abhi,fin:Pres+Ind+Act,1
sṛj,abhi,fin:Pres+Ind+Pass,1
sṛj,abhivi,fin:Pres+Opt+Act,1
sṛj,abhyava,fin:Pres+Opt+Act,1
sṛj,abhyut,nfin:Part,1
sṛj,adhi,fin:Past+Ind+Pass,1
sṛj,adhi,nfin:Conv,1
sṛj,anuvi,fin:Pres+Ind+Act,1
sṛj,anuvi,nfin:Conv,1
sṛj,anvava,fin:Pres+Imp+Act,1
sṛj,api,fin:Pres+Imp+Act,1
sṛj,ati,fin:Pres+Ind+Pass,1
sṛj,ati,fin:Pres+Sub+Act,1
sṛj,ati,nfin:Conv,1
sṛj,ava,fin:Fut+Ind+Act,1
sṛj,ava,fin:Pres+Ind+Pass,1
sṛj,ava,fin:Pres+Jus+Act,1
sṛj,ava,nfin:Gdv,1
sṛj,nirava,fin:Impf+Ind+Act,1
sṛj,pari,nfin:Part,1
sṛj,parā,fin:Pres+Ind+Act,1
sṛj,prati,fin:Impf+Ind+Act,1
sṛj,pratini,nfin:Part,1
sṛj,pratiniḥ,fin:Past+Ind+Act,1
sṛj,pratiniḥ,fin:Pres+Ind+Act,1
sṛj,pratiniḥ,nfin:Part,1
sṛj,prativi,nfin:Part,1
sṛj,pratyapi,fin:Pres+Ind+Act,1
sṛj,pravi,nfin:Part,1
sṛj,sam,fin:Pres+Imp+Pass,1
sṛj,samati,nfin:Part,1
sṛj,samava,nfin:Gdv,1
sṛj,samut,fin:Pres+Ind+Act,1
sṛj,samā,nfin:Conv,1
sṛj,saṃni,fin:Pres+Ind+Act,1
sṛj,saṃni,nfin:Conv,1
sṛj,saṃpra,nfin:Conv,1
sṛj,upa,fin:Pres+Jus+Act,1
sṛj,upa,fin:Pres+Opt+Act,1
sṛj,upā,nfin:Part,1
sṛj,upāva,fin:Impf+Ind+Act,1
sṛj,upāva,fin:Past+Ind+Act,1
sṛj,vi,fin:Fut+Ind+Act,1
sṛj,vi,fin:Impf+Ind+Pass,1
sṛj,vi,fin:Past+Ind+Pass,1
sṛj,vi,fin:Pres+Opt+Pass,1
sṛj,viniḥ,nfin:Part,1
sṛj,vipra,fin:Pres+Imp+Pass,1
sṛj,vyava,fin:Pres+Imp+Act,1
sṛj,vyavā,nfin:Part,1
sṛj,vyut,fin:Fut+Ind+Act,1
sṛj,ā,fin:Impf+Ind+Act,1
sṛj,ā,fin:Pres+Ind+Act,1
sṛp,,nfin:Inf,1
sṛp,anupari,nfin:Conv,1
sṛp,anupra,nfin:Conv,1
sṛp,anupra,nfin:Part,1
sṛp,anuvi,fin:Pres+Ind+Act,1
sṛp,anvava,fin:Past+Ind+Act,1
sṛp,anvava,fin:Pres+Sub+Act,1
sṛp,apa,fin:Past+Ind+Act,1
sṛp,ati,fin:Pres+Sub+Act,1
sṛp,ati,nfin:Part,1
sṛp,ava,fin:Pres+Imp+Act,1
sṛp,niḥ,fin:Past+Ind+Act,1
sṛp,niḥ,fin:Pres+Opt+Act,1
sṛp,pari,fin:Impf+Ind+Act,1
sṛp,pari,fin:Past+Ind+Act,1
sṛp,pari,nfin:Conv,1
sṛp,pari,nfin:Inf,1
sṛp,pra,fin:Pres+Sub+Act,1
sṛp,prati,fin:Pres+Ind+Act,1
sṛp,prati,nfin:Conv,1
sṛp,pratyava,nfin:Conv,1
sṛp,pratyupa,fin:Pres+Opt+Act,1
sṛp,sam,fin:Impf+Ind+Act,1
sṛp,sam,fin:Pres+Imp+Act,1
sṛp,sam,fin:Pres+Ind+Act,1
sṛp,sam,fin:Pres+Ind+Pass,1
sṛp,samabhi,fin:Pres+Imp+Act,1
sṛp,samadhi,nfin:Conv,1
sṛp,sampra,fin:Pres+Ind+Act,1
sṛp,sampra,nfin:Conv,1
sṛp,samupa,nfin:Part,1
sṛp,samut,nfin:Conv,1
sṛp,upa,fin:Past+Jus+Act,1
sṛp,upa,nfin:Inf,1
sṛp,upodā,fin:Impf+Ind+Act,1
sṛp,upodā,nfin:Part,1
sṛp,upāva,nfin:Conv,1
sṛp,upāva,nfin:Part,1
sṛp,ut,fin:Past+Ind+Act,1
sṛp,vi,fin:Fut+Ind+Act,1
sṛp,vyapa,fin:Pres+Imp+Act,1
sṛp,vyava,fin:Impf+Ind+Act,1
sṛp,vyava,fin:Pres+Ind+Act,1
sṛp,vyava,nfin:Conv,1
sṛp,vyut,fin:Pres+Ind+Act,1
sṛp,ā,fin:Past+Ind+Act,1
sṛp,ā,nfin:Part,1
tak,,fin:Past+Ind+Act,1
tak,,fin:Pres+Ind+Act,1
tak,pra,nfin:Part,1
takṣ,,fin:Fut+Ind+Act,1
takṣ,,fin:Pres+Opt+Act,1
takṣ,,nfin:Gdv,1
takṣ,apa,fin:Impf+Ind+Act,1
takṣ,apa,fin:Pres+Ind+Act,1
takṣ,ava,nfin:Part,1
takṣ,pari,nfin:Part,1
takṣ,sam,nfin:Conv,1
takṣ,vi,fin:Pres+Ind+Act,1
takṣ,vi,fin:Pres+Jus+Act,1
takṣay,,fin:Past+Ind+Act,1
takṣay,,fin:Pres+Ind+Act,1
takṣay,sam,nfin:Part,1
tam,,fin:Past+Jus+Act,1
tam,,fin:Pres+Sub+Act,1
tam,,nfin:Conv,1
tam,atipra,nfin:Part,1
tam,sam,fin:Pres+Ind+Act,1
tam,ut,fin:Pres+Ind+Act,1
tam,ut,nfin:Part,1
tam,ā,nfin:Conv,1
tamay,,fin:Impf+Ind+Act,1
tamay,,nfin:Conv,1
tambh,pratyut,fin:Impf+Ind+Act,1
tambh,pratyut,fin:Pres+Ind+Act,1
tambhay,ut,fin:Pres+Ind+Act,1
tambhay,ut,nfin:Conv,1
tambhay,ut,nfin:Inf,1
tan,,fin:Past+Jus+Act,1
tan,,fin:Past+Opt+Act,1
tan,,fin:Pres+Imp+Pass,1
tan,,fin:Pres+Jus+Act,1
tan,,nfin:Inf,1
tan,abhipra,fin:Pres+Ind+Act,1
tan,abhyava,fin:Pres+Ind+Pass,1
tan,adhi,fin:Pres+Ind+Act,1
tan,anu,fin:Pres+Ind+Act,1
tan,anuvi,fin:Pres+Ind+Act,1
tan,anvā,fin:Pres+Ind+Act,1
tan,ava,fin:Pres+Ind+Act,1
tan,ava,fin:Pres+Ind+Pass,1
tan,pari,fin:Impf+Ind+Act,1
tan,pari,nfin:Part,1
tan,pra,fin:Impf+Ind+Pass,1
tan,pra,fin:Past+Ind+Act,1
tan,pra,fin:Past+Ind+Pass,1
tan,pra,fin:Pres+Opt+Pass,1
tan,pratyā,fin:Pres+Imp+Act,1
tan,pravi,nfin:Conv,1
tan,sam,fin:Pres+Sub+Act,1
tan,vyava,fin:Pres+Ind+Act,1
tan,vyava,nfin:Part,1
tan,vyā,fin:Pres+Imp+Act,1
tan,vyā,fin:Pres+Ind+Act,1
tand,,fin:Past+Jus+Act,1
tandray,,fin:Pres+Ind+Act,1
tandrāy,,fin:Impf+Ind+Act,1
tantas,vi,fin:Pres+Sub+Act,1
tantasy,,nfin:Part,1
tantray,,fin:Pres+Ind+Pass,1
tantray,,fin:Pres+Opt+Act,1
tanūbhū,,nfin:Part,1
tap,abhi,fin:Pres+Ind+Pass,1
tap,anu,fin:Pres+Imp+Pass,1
tap,anu,fin:Pres+Ind+Act,1
tap,ati,fin:Impf+Ind+Act,1
tap,ava,fin:Fut+Ind+Act,1
tap,ava,fin:Pres+Ind+Act,1
tap,ni,fin:Pres+Ind+Act,1
tap,ni,nfin:Part,1
tap,pari,fin:Past+Jus+Act,1
tap,pari,fin:Pres+Imp+Pass,1
tap,pra,fin:Past+Ind+Act,1
tap,pra,fin:Pres+Ind+Pass,1
tap,pra,fin:Pres+Opt+Pass,1
tap,samanu,fin:Pres+Ind+Pass,1
tap,samanu,nfin:Part,1
tap,saṃpari,fin:Pres+Ind+Act,1
tap,saṃpra,nfin:Part,1
tap,upa,fin:Fut+Ind+Act,1
tap,ut,fin:Pres+Opt+Act,1
tap,vi,fin:Pres+Ind+Act,1
tap,vi,nfin:Part,1
tap,vipari,fin:Pres+Ind+Pass,1
tapasy,,fin:Pres+Imp+Act,1
taptabaḍiśāy,,fin:Pres+Ind+Act,1
taralay,,fin:Pres+Imp+Act,1
taralīkṛ,,nfin:Part,1
taray,ava,fin:Pres+Ind+Act,1
taray,sam,fin:Fut+Ind+Act,1
taray,ud,nfin:Part,1
taraṅgāy,,fin:Pres+Ind+Act,1
taraṅgāy,,nfin:Part,1
tarj,prati,nfin:Conv,1
tarjay,abhi,nfin:Conv,1
tarjay,pari,fin:Impf+Ind+Act,1
tarjay,sam,fin:Impf+Ind+Act,1
tarjay,samabhi,fin:Impf+Ind+Act,1
tarjay,ā,fin:Impf+Ind+Act,1
tarjāpay,,fin:Pres+Ind+Act,1
tarkay,,fin:Fut+Ind+Act,1
tarkay,,fin:Pres+Ind+Pass,1
tarkay,,nfin:Inf,1
tarkay,anu,fin:Impf+Ind+Act,1
tarkay,pari,nfin:Conv,1
tarkay,pra,nfin:Part,1
tarkay,prati,nfin:Part,1
tarkay,sam,fin:Past+Ind+Act,1
tarkay,sam,nfin:Conv,1
tarkay,saṃvi,nfin:Part,1
tarkay,vi,fin:Pres+Opt+Act,1
tarkay,vi,nfin:Inf,1
tarpay,,fin:Fut+Cond+Act,1
tarpay,abhi,fin:Pres+Ind+Act,1
tarpay,abhipra,fin:Pres+Opt+Act,1
tarpay,apa,fin:Pres+Ind+Act,1
tarpay,apa,fin:Pres+Opt+Act,1
tarpay,ati,nfin:Part,1
tarpay,sam,fin:Pres+Imp+Pass,1
tarpay,saṃpra,nfin:Part,1
tarpay,upa,nfin:Conv,1
taruṣ,,fin:Pres+Jus+Act,1
taruṣ,,fin:Pres+Opt+Act,1
taruṣy,,nfin:Part,1
tarṣay,ati,nfin:Part,1
tarṣay,pra,nfin:Part,1
taviṣīy,,fin:Pres+Ind+Act,1
taviṣīy,,nfin:Part,1
tañc,anvā,fin:Pres+Ind+Act,1
tañc,anvā,nfin:Conv,1
tañc,ā,nfin:Part,1
taḍ,,fin:Past+Ind+Act,1
taṃsay,,fin:Impf+Ind+Act,1
taṃsay,,fin:Past+Ind+Act,1
taṃsay,,fin:Pres+Ind+Act,1
taṃsay,ni,fin:Pres+Ind+Act,1
taṃsay,pari,nfin:Conv,1
taṃsay,ud,fin:Pres+Ind+Act,1
taṃstan,,fin:Pres+Imp+Act,1
taṭ,,fin:Pres+Ind+Act,1
tejay,sam,nfin:Part,1
tejay,ut,fin:Past+Ind+Act,1
tejay,ut,nfin:Conv,1
tetij,,fin:Pres+Ind+Act,1
thā,abhyut,fin:Fut+Ind+Act,1
thā,abhyut,fin:Pres+Imp+Act,1
thā,abhyut,fin:Pres+Opt+Act,1
thā,anūt,fin:Impf+Ind+Act,1
thā,anūt,fin:Pres+Imp+Act,1
thā,anūt,fin:Pres+Sub+Act,1
thā,pratyut,fin:Past+Ind+Act,1
thā,prot,nfin:Part,1
thā,samabhyut,fin:Pres+Ind+Act,1
thā,upot,fin:Impf+Ind+Act,1
thā,upot,fin:Past+Ind+Act,1
thā,upot,fin:Pres+Opt+Act,1
thā,ut,fin:Pres+Imp+Pass,1
thā,vyut,fin:Pres+Jus+Act,1
thāpay,prot,nfin:Part,1
thāpay,samut,fin:Past+Ind+Act,1
thāpay,ut,fin:Pres+Imp+Pass,1
thāpay,ut,fin:Pres+Jus+Act,1
thāpay,vyut,fin:Pres+Imp+Act,1
thāpay,vyut,fin:Pres+Ind+Act,1
tij,,fin:Pres+Ind+Act,1
tilvilāy,,fin:Pres+Imp+Act,1
timiray,,fin:Pres+Ind+Act,1
timiray,,nfin:Part,1
tirobhāvay,tiras,nfin:Part,1
tirobhū,tiras,fin:Impf+Ind+Act,1
tirodhā,tiras,fin:Pres+Imp+Act,1
tirodhā,tiras,fin:Pres+Ind+Pass,1
tirodhā,tiras,fin:Pres+Opt+Act,1
tirodhā,tiras,fin:Pres+Opt+Pass,1
titaṃs,sam,fin:Pres+Ind+Act,1
titikṣ,,fin:Fut+Ind+Act,1
titikṣ,anu,nfin:Inf,1
titikṣ,anu,nfin:Part,1
titīrṣ,ava,fin:Pres+Ind+Act,1
titīrṣ,sam,fin:Pres+Ind+Act,1
titīrṣ,sam,fin:Pres+Opt+Act,1
titīrṣ,ud,fin:Pres+Opt+Act,1
titīrṣ,ud,nfin:Part,1
titṛd,,fin:Pres+Sub+Act,1
titṛd,ud,nfin:Part,1
titṛps,,nfin:Part,1
titṛts,abhi,fin:Pres+Ind+Act,1
tiḍ,,fin:Pres+Ind+Act,1
tiṣṭhighiṣ,ati,nfin:Part,1
tiṣṭhās,,fin:Pres+Opt+Act,1
tolay,,fin:Impf+Ind+Act,1
tolay,,fin:Pres+Ind+Act,1
tolay,,fin:Pres+Ind+Pass,1
tolay,,fin:Pres+Opt+Act,1
tolay,sam,fin:Past+Ind+Act,1
totud,,fin:Pres+Ind+Pass,1
tośay,,fin:Pres+Imp+Act,1
tośay,ni,fin:Pres+Imp+Act,1
toṣay,abhi,nfin:Part,1
toṣay,pari,fin:Fut+Ind+Act,1
toṣay,pari,fin:Past+Ind+Act,1
toṣay,pari,fin:Pres+Ind+Act,1
toṣay,saṃpari,nfin:Part,1
toṣṭuv,,fin:Pres+Ind+Act,1
trap,,fin:Pres+Opt+Act,1
trap,,nfin:Part,1
trap,apa,fin:Past+Ind+Act,1
trap,apa,fin:Past+Jus+Act,1
tras,,fin:Past+Jus+Act,1
tras,,fin:Pres+Imp+Act,1
tras,apa,fin:Past+Ind+Act,1
tras,apa,nfin:Part,1
tras,pari,fin:Pres+Ind+Act,1
tras,pra,fin:Pres+Imp+Act,1
tras,pra,fin:Pres+Ind+Act,1
tras,pra,nfin:Inf,1
tras,sam,nfin:Gdv,1
tras,ud,nfin:Gdv,1
tras,vi,fin:Impf+Ind+Act,1
tras,vi,fin:Past+Jus+Act,1
trikoṭay,,fin:Pres+Ind+Act,1
trikoṭay,,nfin:Gdv,1
truṭ,,fin:Pres+Ind+Pass,1
truṭ,,fin:Pres+Opt+Act,1
truṭ,vi,nfin:Part,1
trā,,fin:Past+Ind+Act,1
trā,sam,nfin:Inf,1
trāsay,ut,fin:Pres+Ind+Act,1
trāsay,ut,nfin:Part,1
trāsay,vi,fin:Impf+Ind+Act,1
trāsay,vi,fin:Past+Ind+Act,1
trāsay,vyut,nfin:Conv,1
tsar,abhi,fin:Pres+Ind+Act,1
tu,,fin:Past+Ind+Act,1
tu,,fin:Pres+Ind+Act,1
tud,,nfin:Conv,1
tud,abhi,fin:Impf+Ind+Act,1
tud,abhi,fin:Pres+Opt+Act,1
tud,pra,fin:Past+Ind+Act,1
tud,pra,fin:Pres+Opt+Act,1
tud,ut,fin:Pres+Imp+Act,1
tud,vi,fin:Pres+Imp+Act,1
tud,ā,nfin:Part,1
tudāy,vi,fin:Pres+Ind+Act,1
tuj,,fin:Past+Opt+Act,1
tuj,,fin:Pres+Ind+Pass,1
tuj,ā,nfin:Inf,1
tulay,,fin:Fut+Ind+Act,1
tulay,,fin:Past+Ind+Act,1
tulay,,fin:Pres+Imp+Act,1
tup,,fin:Pres+Ind+Act,1
tur,,fin:Pres+Ind+Act,1
turay,,fin:Past+Ind+Act,1
turaṇy,,fin:Pres+Jus+Act,1
tuś,ni,fin:Pres+Ind+Act,1
tuṇḍay,pari,fin:Impf+Ind+Act,1
tuṣ,anu,fin:Pres+Ind+Act,1
tuṣ,pari,fin:Fut+Ind+Act,1
tuṣ,pari,fin:Pres+Ind+Pass,1
tuṣ,pari,nfin:Gdv,1
tuṣ,pra,fin:Pres+Ind+Act,1
tuṣ,sam,fin:Impf+Ind+Act,1
tuṣ,sam,fin:Past+Ind+Act,1
tuṣ,sam,fin:Pres+Opt+Act,1
tuṣ,sampra,fin:Past+Ind+Act,1
tuṣ,upa,nfin:Part,1
tuṣay,,nfin:Part,1
tvakṣ,pra,fin:?+?+Act,1
tvar,,fin:Past+Jus+Act,1
tvar,,nfin:Gdv,1
tvar,abhi,fin:Pres+Imp+Act,1
tvar,pari,nfin:Part,1
tvar,pra,fin:Past+Ind+Act,1
tvaray,,nfin:Inf,1
tvaray,abhi,fin:Pres+Ind+Act,1
tvaray,sam,fin:Pres+Imp+Pass,1
tvaṃkṛ,tvam,nfin:Conv,1
tviṣ,,fin:Impf+Ind+Act,1
tviṣ,ati,fin:Pres+Jus+Act,1
tyaj,,fin:Past+Ind+Pass,1
tyaj,abhi,nfin:Conv,1
tyaj,abhi,nfin:Part,1
tyaj,pari,fin:Impf+Ind+Act,1
tyaj,pari,fin:Past+Jus+Act,1
tyaj,pari,fin:Pres+Imp+Pass,1
tyaj,pra,nfin:Conv,1
tyaj,prati,fin:Pres+Ind+Act,1
tyaj,sam,fin:Impf+Ind+Act,1
tyaj,samabhi,nfin:Inf,1
tyājay,,fin:Pres+Ind+Act,1
tyājay,,fin:Pres+Opt+Act,1
tyājay,,nfin:Conv,1
tyājay,,nfin:Inf,1
tyājay,pari,nfin:Conv,1
tyājay,sam,fin:Fut+Ind+Act,1
tyājay,sam,nfin:Part,1
tālay,nis,fin:Pres+Ind+Pass,1
tālay,nis,nfin:Part,1
tānay,,nfin:Part,1
tānay,pravi,nfin:Part,1
tānay,sam,fin:Past+Ind+Act,1
tānay,sam,fin:Pres+Opt+Act,1
tāntīkṛ,,fin:Pres+Ind+Act,1
tāpay,,fin:Fut+Ind+Act,1
tāpay,,fin:Pres+Ind+Pass,1
tāpay,,nfin:Inf,1
tāpay,anu,nfin:Part,1
tāpay,ati,fin:Past+Ind+Act,1
tāpay,ava,nfin:Conv,1
tāpay,ni,nfin:Conv,1
tāpay,pra,fin:Pres+Imp+Act,1
tāpay,pra,nfin:Gdv,1
tāpay,prati,fin:Pres+Opt+Act,1
tāpay,sam,fin:Fut+Ind+Act,1
tāpay,sam,fin:Pres+Imp+Act,1
tāpay,sam,fin:Pres+Opt+Act,1
tāpay,upa,nfin:Conv,1
tāpay,ut,nfin:Part,1
tāpay,ā,nfin:Part,1
tāray,,fin:Fut+Cond+Act,1
tāray,,fin:Impf+Ind+Act,1
tāray,,fin:Pres+Ind+Pass,1
tāray,ava,fin:Fut+Ind+Act,1
tāray,ava,fin:Pres+Imp+Pass,1
tāray,pra,fin:Pres+Opt+Act,1
tāray,samava,nfin:Conv,1
tāray,samava,nfin:Part,1
tāray,saṃpra,nfin:Gdv,1
tāray,upapra,fin:Pres+Imp+Act,1
tāray,ut,fin:Impf+Ind+Act,1
tāray,ut,fin:Past+Ind+Act,1
tāray,ut,fin:Pres+Imp+Pass,1
tāray,ut,nfin:Gdv,1
tāray,vi,fin:Impf+Ind+Act,1
tāray,vi,nfin:Conv,1
tāray,vi,nfin:Inf,1
tāray,vi,nfin:Part,1
tātap,,nfin:Part,1
tāḍay,,fin:Fut+Cond+Act,1
tāḍay,,fin:Past+Jus+Act,1
tāḍay,,fin:Pres+Imp+Pass,1
tāḍay,pari,fin:Pres+Imp+Act,1
tāḍay,prati,fin:Pres+Opt+Act,1
tāḍay,prati,nfin:Part,1
tāḍay,sam,fin:Past+Ind+Act,1
tāḍay,vi,nfin:Conv,1
tāḍay,ā,fin:Impf+Ind+Act,1
tāḍay,ā,nfin:Part,1
tīkṣṇīkṛ,,nfin:Conv,1
tīmay,,nfin:Conv,1
tūrv,,fin:Pres+Imp+Act,1
tūtūrṣ,,fin:Pres+Ind+Act,1
tūṇīrāy,,nfin:Part,1
tṛ,,fin:Impf+Ind+Pass,1
tṛ,,fin:Past+Opt+Act,1
tṛ,,fin:Pres+Ind+Pass,1
tṛ,abhi,fin:Impf+Ind+Act,1
tṛ,abhi,nfin:Part,1
tṛ,abhyut,fin:Pres+Ind+Act,1
tṛ,ava,fin:Pres+Jus+Act,1
tṛ,pra,fin:Impf+Ind+Act,1
tṛ,pra,fin:Past+Ind+Pass,1
tṛ,pratyava,fin:Pres+Imp+Act,1
tṛ,pratyut,fin:Pres+Ind+Act,1
tṛ,pravi,fin:Pres+Ind+Act,1
tṛ,sam,nfin:Gdv,1
tṛ,samava,fin:Impf+Ind+Act,1
tṛ,samut,nfin:Inf,1
tṛ,ut,fin:Pres+Ind+Pass,1
tṛ,ut,nfin:Gdv,1
tṛ,vi,fin:Impf+Ind+Act,1
tṛ,vyati,fin:Fut+Ind+Act,1
tṛd,,fin:Past+Imp+Act,1
tṛd,,fin:Pres+Opt+Act,1
tṛd,abhi,fin:Pres+Imp+Act,1
tṛd,abhi,fin:Pres+Ind+Act,1
tṛd,abhi,fin:Pres+Opt+Act,1
tṛd,pari,fin:Pres+Ind+Act,1
tṛd,pari,nfin:Conv,1
tṛd,pra,nfin:Conv,1
tṛd,sam,nfin:Conv,1
tṛd,ut,fin:Past+Ind+Act,1
tṛd,vi,fin:Impf+Ind+Act,1
tṛd,vi,fin:Past+Ind+Act,1
tṛh,,fin:Pres+Imp+Pass,1
tṛh,,fin:Pres+Ind+Pass,1
tṛh,,fin:Pres+Sub+Act,1
tṛh,,nfin:Conv,1
tṛh,pari,nfin:Conv,1
tṛh,vi,nfin:Part,1
tṛp,,fin:Fut+Ind+Act,1
tṛp,,fin:Pres+Jus+Act,1
tṛp,,fin:Pres+Sub+Act,1
tṛp,,nfin:Inf,1
tṛp,abhi,fin:Pres+Ind+Act,1
tṛp,pari,fin:Past+Jus+Act,1
tṛṣ,,fin:Impf+Ind+Act,1
tṛṣ,abhi,nfin:Part,1
tṛṣ,anu,fin:Pres+Ind+Act,1
tṛṣ,vi,fin:Pres+Ind+Act,1
t￞,ati,fin:Impf+Ind+Act,1
t￞,ati,fin:Pres+Opt+Act,1
t￞,ati,nfin:Conv,1
t￞,ati,nfin:Gdv,1
u,,fin:Pres+Ind+Act,1
ubh,,fin:Pres+Jus+Act,1
ubh,,nfin:Part,1
ubj,,fin:Past+Ind+Act,1
ubj,,fin:Pres+Jus+Act,1
ubj,abhisam,nfin:Part,1
ubj,sam,fin:Past+Ind+Act,1
uc,abhi,fin:Pres+Ind+Act,1
uc,sam,nfin:Part,1
uccal,ut,fin:Pres+Opt+Act,1
uccheday,ut,nfin:Conv,1
ucchid,ut,fin:Impf+Ind+Act,1
ucchiṣ,ut,fin:Pres+Sub+Act,1
ucchiṣ,ut,nfin:Conv,1
ucchiṣṭīkṛ,,nfin:Part,1
ucchoṣay,ut,nfin:Conv,1
ucchri,ut,fin:Pres+Imp+Pass,1
ucchri,ut,fin:Pres+Sub+Act,1
ucchuṣ,ut,fin:Past+Ind+Act,1
ucchuṣ,ut,fin:Pres+Ind+Act,1
ucchvas,ut,fin:Past+Ind+Act,1
ucchvāsay,ut,nfin:Conv,1
ucchāday,ut,nfin:Conv,1
ucchāday,ut,nfin:Part,1
ucchī,,fin:Pres+Ind+Act,1
uccyāvay,ut,fin:Pres+Imp+Act,1
uccāray,ut,fin:Fut+Cond+Act,1
uccāray,ut,fin:Fut+Ind+Act,1
uccāray,ut,fin:Impf+Ind+Act,1
uccāray,ut,fin:Pres+Opt+Pass,1
uccāray,ut,nfin:Inf,1
uccāṭay,ut,fin:Fut+Cond+Act,1
uccāṭay,ut,nfin:Part,1
uccṛt,,nfin:Part,1
udah,,fin:Past+Ind+Act,1
udan,ut,fin:Past+Ind+Act,1
udan,ut,fin:Pres+Imp+Act,1
udan,ut,fin:Pres+Ind+Act,1
udantīkṛ,,nfin:Conv,1
udany,,nfin:Part,1
udavāp,udava,fin:Past+Ind+Act,1
udañc,ut,fin:Impf+Ind+Act,1
udañc,ut,fin:Past+Ind+Act,1
udañc,ut,fin:Pres+Ind+Pass,1
udbandh,ut,fin:Pres+Opt+Act,1
udbhid,ut,fin:Impf+Ind+Pass,1
udbhid,ut,fin:Pres+Ind+Pass,1
udbhram,ut,fin:Impf+Ind+Act,1
udbhās,ut,fin:Pres+Ind+Act,1
udbhū,ut,nfin:Conv,1
udbhṛ,ut,fin:Pres+Ind+Act,1
udbhṛ,ut,nfin:Conv,1
udbrū,ut,fin:Pres+Ind+Act,1
udbrū,ut,fin:Pres+Opt+Act,1
udbādh,ut,fin:Impf+Ind+Act,1
uddham,ut,nfin:Conv,1
uddhan,ut,fin:Impf+Ind+Pass,1
uddhan,ut,nfin:Gdv,1
uddharṣay,ut,fin:Past+Ind+Act,1
uddhvaṃs,ut,fin:Pres+Ind+Pass,1
uddhvaṃsay,ut,fin:Past+Ind+Act,1
uddhvā,ut,fin:Impf+Ind+Act,1
uddhā,ut,fin:Fut+Ind+Act,1
uddhā,ut,fin:Past+Ind+Act,1
uddhṛ,ut,fin:Pres+Sub+Act,1
uddih,ut,nfin:Conv,1
uddyotay,ut,fin:Past+Ind+Act,1
uddīp,ut,fin:Pres+Ind+Act,1
uddīp,ut,fin:Pres+Ind+Pass,1
uddīpay,ut,fin:Pres+Opt+Act,1
uddṛh,ut,fin:Pres+Imp+Act,1
ude,udā,fin:Fut+Ind+Act,1
ude,udā,fin:Pres+Opt+Act,1
udgam,ut,fin:Impf+Ind+Act,1
udgam,ut,nfin:Gdv,1
udgam,ut,nfin:Inf,1
udgamay,ut,nfin:Conv,1
udgarj,ut,nfin:Part,1
udghāṭay,ut,fin:Fut+Ind+Act,1
udghāṭay,ut,fin:Impf+Ind+Act,1
udghāṭay,ut,fin:Past+Ind+Act,1
udghāṭay,ut,fin:Pres+Imp+Pass,1
udghāṭay,ut,nfin:Gdv,1
udghṛṣ,ut,fin:Pres+Ind+Pass,1
udgrāhay,ut,fin:Pres+Opt+Act,1
udgrāhay,ut,nfin:Conv,1
udgrāhay,ut,nfin:Part,1
udgā,ut,fin:Fut+Pot+Act,1
udgāh,ut,fin:Pres+Ind+Act,1
udgṛ,ut,fin:Past+Ind+Act,1
udgṛ,ut,fin:Pres+Opt+Pass,1
udi,ut,nfin:Conv,1
udi,ut,nfin:Gdv,1
udrecay,ut,nfin:Part,1
udric,ut,fin:Pres+Ind+Act,1
udruc,ut,fin:Impf+Ind+Act,1
udrudh,ut,fin:Past+Ind+Act,1
udubj,ut,fin:Impf+Ind+Act,1
udukṣ,ut,fin:Impf+Ind+Act,1
udukṣ,ut,fin:Past+Ind+Pass,1
uduṣ,ut,fin:Impf+Ind+Act,1
uduṣ,ut,fin:Pres+Imp+Act,1
uduṣ,ut,fin:Pres+Ind+Act,1
udvad,ut,nfin:Inf,1
udvad,ut,nfin:Part,1
udvah,ut,fin:Pres+Sub+Act,1
udvap,ut,fin:Impf+Ind+Act,1
udvartay,ut,fin:Fut+Ind+Act,1
udvartay,ut,nfin:Conv,1
udvas,ut,nfin:Part,1
udve,ut,nfin:Part,1
udvejay,ut,fin:Fut+Ind+Act,1
udvelay,,fin:Pres+Ind+Act,1
udvepay,ut,fin:Pres+Ind+Act,1
udveṣṭ,ut,nfin:Gdv,1
udveṣṭ,ut,nfin:Part,1
udveṣṭay,ut,fin:Pres+Opt+Act,1
udvij,ut,fin:Past+Ind+Act,1
udvraj,ut,fin:Impf+Ind+Act,1
udvraj,ut,fin:Past+Ind+Act,1
udvraj,ut,nfin:Part,1
udvyadh,ut,nfin:Conv,1
udvyudas,udvyut,fin:Pres+Opt+Act,1
udvā,ut,fin:Past+Ind+Act,1
udvā,ut,fin:Pres+Ind+Act,1
udvāhay,ut,fin:Fut+Ind+Act,1
udvāhay,ut,fin:Past+Ind+Act,1
udvāhay,ut,fin:Pres+Imp+Act,1
udvāhay,ut,nfin:Conv,1
udvāsay,ut,fin:Past+Ind+Act,1
udvāsay,ut,fin:Pres+Sub+Act,1
udvīkṣ,udvi,nfin:Inf,1
udvṛj,ut,fin:Pres+Imp+Act,1
