root,valency,tokens,first_consonant,vowel,articulation_place,varga_column,bonding_cluster
piprīṣ,1,1,p,i,pavarga,C1 (unvoiced unaspirate),
pipāyiṣ,1,1,p,i,pavarga,C1 (unvoiced unaspirate),
pitūy,1,1,p,i,pavarga,C1 (unvoiced unaspirate),
piñjaray,1,1,p,i,pavarga,C1 (unvoiced unaspirate),
piśaṅgay,1,1,p,i,pavarga,C1 (unvoiced unaspirate),
piśunay,1,1,p,i,pavarga,C1 (unvoiced unaspirate),
popruth,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
potay,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
prabibhāvayiṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pradhraj,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prahāvay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prakṣviḍ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pramadāy,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pramanday,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pramrad,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pramumodayiṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prapay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prarohay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prasaṃcakṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prasaṃpaś,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prastarīkṛ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prasvar,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prasā,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratibhuj,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratidhā,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratigup,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratiharay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratihiṃkṛ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratimokṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratininī,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratiniras,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratinirji,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratinirmā,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratiniryātay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratinistṛ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratinivap,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratiniṣpū,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratinyas,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratiprās,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃbodhay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃbudh,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃcar,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃchad,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃchāday,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃhā,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃhāray,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃjan,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃkrāmay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃkuñc,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃmiśray,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃsah,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃstambh,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃsthā,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃveṣṭ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃvid,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃvāray,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratisaṃśru,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prativibhū,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prativiparī,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
prativivad,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratiśāyay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyabhihiṃkṛ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyabhihu,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyabhiniryā,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyabhiṣu,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyabhyarcay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyakṣay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyapakram,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyatikram,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyavanī,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyavasic,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyudgrah,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyudīr,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyunmiṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyupanah,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyupekṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyupās,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyutpā,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyādṛ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyākṛ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pratyāpān,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pravinirdhū,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
probh,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
proccaṭ,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
procchal,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
procchvāsay,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
prodghāṭay,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
prodvejay,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
projjval,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
prollikh,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
pronmarday,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
pronmṛj,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
pronnī,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
prothay,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
prottolay,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
proñch,1,1,p,o,pavarga,C1 (unvoiced unaspirate),
prārday,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
prāñj,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
prāṇāy,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
pulināy,1,1,p,u,pavarga,C1 (unvoiced unaspirate),
purobhāvay,1,1,p,u,pavarga,C1 (unvoiced unaspirate),
putriy,1,1,p,u,pavarga,C1 (unvoiced unaspirate),
putrīy,1,1,p,u,pavarga,C1 (unvoiced unaspirate),
puñjaray,1,1,p,u,pavarga,C1 (unvoiced unaspirate),
pānthāy,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
pāpaṭh,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
pātray,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
pāṇḍurīkṛ,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
pāṭalay,1,1,p,ā,pavarga,C1 (unvoiced unaspirate),
pīyūṣavarṣāy,1,1,p,ī,pavarga,C1 (unvoiced unaspirate),
pūrvapakṣay,1,1,p,ū,pavarga,C1 (unvoiced unaspirate),
pūtkṛ,1,1,p,ū,pavarga,C1 (unvoiced unaspirate),
pṛkṣ,1,1,p,ṛ,pavarga,C1 (unvoiced unaspirate),
pṛthulay,1,1,p,ṛ,pavarga,C1 (unvoiced unaspirate),
raktasūryāy,1,1,r,a,semivowel,non-varga (semivowel),
ramāpay,1,1,r,a,semivowel,non-varga (semivowel),
randhanāy,1,1,r,a,semivowel,non-varga (semivowel),
rathakām,1,1,r,a,semivowel,non-varga (semivowel),
rathirāy,1,1,r,a,semivowel,non-varga (semivowel),
rathīy,1,1,r,a,semivowel,non-varga (semivowel),
raśanāy,1,1,r,a,semivowel,non-varga (semivowel),
rebhāy,1,1,r,e,semivowel,non-varga (semivowel),
rekṇasy,1,1,r,e,semivowel,non-varga (semivowel),
riph,1,1,r,i,semivowel,non-varga (semivowel),
riṅg,1,1,r,i,semivowel,non-varga (semivowel),
romāñc,1,1,r,o,semivowel,non-varga (semivowel),
roruc,1,1,r,o,semivowel,non-varga (semivowel),
rorud,1,1,r,o,semivowel,non-varga (semivowel),
rucay,1,1,r,u,semivowel,non-varga (semivowel),
ruvaṇy,1,1,r,u,semivowel,non-varga (semivowel),
rājapathāy,1,1,r,ā,semivowel,non-varga (semivowel),
rārap,1,1,r,ā,semivowel,non-varga (semivowel),
rāsabhāy,1,1,r,ā,semivowel,non-varga (semivowel),
rāṇ,1,1,r,ā,semivowel,non-varga (semivowel),
rūpāy,1,1,r,ū,semivowel,non-varga (semivowel),
sacanasy,1,1,s,a,sibilant,non-varga (sibilant),
sacasy,1,1,s,a,sibilant,non-varga (sibilant),
samabhibhū,1,1,s,a,sibilant,non-varga (sibilant),
samabhivyāp,1,1,s,a,sibilant,non-varga (sibilant),
samabhivīkṣ,1,1,s,a,sibilant,non-varga (sibilant),
samabhyuddhṛ,1,1,s,a,sibilant,non-varga (sibilant),
samabhyudgam,1,1,s,a,sibilant,non-varga (sibilant),
samabhyūh,1,1,s,a,sibilant,non-varga (sibilant),
samabhīps,1,1,s,a,sibilant,non-varga (sibilant),
samadhiropay,1,1,s,a,sibilant,non-varga (sibilant),
samadhyas,1,1,s,a,sibilant,non-varga (sibilant),
samagray,1,1,s,a,sibilant,non-varga (sibilant),
samanveṣay,1,1,s,a,sibilant,non-varga (sibilant),
samanvi,1,1,s,a,sibilant,non-varga (sibilant),
samary,1,1,s,a,sibilant,non-varga (sibilant),
samavakṣi,1,1,s,a,sibilant,non-varga (sibilant),
samavavṛt,1,1,s,a,sibilant,non-varga (sibilant),
samavekṣay,1,1,s,a,sibilant,non-varga (sibilant),
samay,1,1,s,a,sibilant,non-varga (sibilant),
samparyāp,1,1,s,a,sibilant,non-varga (sibilant),
sampraṇidhā,1,1,s,a,sibilant,non-varga (sibilant),
samprer,1,1,s,a,sibilant,non-varga (sibilant),
samuccal,1,1,s,a,sibilant,non-varga (sibilant),
samucchad,1,1,s,a,sibilant,non-varga (sibilant),
samucchvāsay,1,1,s,a,sibilant,non-varga (sibilant),
samudbandh,1,1,s,a,sibilant,non-varga (sibilant),
samuddhā,1,1,s,a,sibilant,non-varga (sibilant),
samuddru,1,1,s,a,sibilant,non-varga (sibilant),
samuddīpay,1,1,s,a,sibilant,non-varga (sibilant),
samudgranth,1,1,s,a,sibilant,non-varga (sibilant),
samudyojay,1,1,s,a,sibilant,non-varga (sibilant),
samujjṛmbh,1,1,s,a,sibilant,non-varga (sibilant),
samunmīlay,1,1,s,a,sibilant,non-varga (sibilant),
samunnad,1,1,s,a,sibilant,non-varga (sibilant),
samunnāmay,1,1,s,a,sibilant,non-varga (sibilant),
samupagrah,1,1,s,a,sibilant,non-varga (sibilant),
samupanṛt,1,1,s,a,sibilant,non-varga (sibilant),
samupasaṃkram,1,1,s,a,sibilant,non-varga (sibilant),
samupasāday,1,1,s,a,sibilant,non-varga (sibilant),
samupaśliṣ,1,1,s,a,sibilant,non-varga (sibilant),
samutkalpay,1,1,s,a,sibilant,non-varga (sibilant),
samutkleśay,1,1,s,a,sibilant,non-varga (sibilant),
samutkūlay,1,1,s,a,sibilant,non-varga (sibilant),
samutpiṣ,1,1,s,a,sibilant,non-varga (sibilant),
samutpātay,1,1,s,a,sibilant,non-varga (sibilant),
samutpīḍay,1,1,s,a,sibilant,non-varga (sibilant),
samutpū,1,1,s,a,sibilant,non-varga (sibilant),
samutsad,1,1,s,a,sibilant,non-varga (sibilant),
samutsarpay,1,1,s,a,sibilant,non-varga (sibilant),
samuttras,1,1,s,a,sibilant,non-varga (sibilant),
samāman,1,1,s,a,sibilant,non-varga (sibilant),
samāvāp,1,1,s,a,sibilant,non-varga (sibilant),
samāyu,1,1,s,a,sibilant,non-varga (sibilant),
samāñj,1,1,s,a,sibilant,non-varga (sibilant),
saniṣvan,1,1,s,a,sibilant,non-varga (sibilant),
sanāy,1,1,s,a,sibilant,non-varga (sibilant),
sapatnāy,1,1,s,a,sibilant,non-varga (sibilant),
saray,1,1,s,a,sibilant,non-varga (sibilant),
sarīsṛp,1,1,s,a,sibilant,non-varga (sibilant),
sattrāy,1,1,s,a,sibilant,non-varga (sibilant),
satvanāy,1,1,s,a,sibilant,non-varga (sibilant),
saṃbṛṃh,1,1,s,a,sibilant,non-varga (sibilant),
saṃcākaś,1,1,s,a,sibilant,non-varga (sibilant),
saṃheṣ,1,1,s,a,sibilant,non-varga (sibilant),
saṃhāpay,1,1,s,a,sibilant,non-varga (sibilant),
saṃjṛmbhay,1,1,s,a,sibilant,non-varga (sibilant),
saṃkranday,1,1,s,a,sibilant,non-varga (sibilant),
saṃlaṅghay,1,1,s,a,sibilant,non-varga (sibilant),
saṃmukhyas,1,1,s,a,sibilant,non-varga (sibilant),
saṃnikṛ,1,1,s,a,sibilant,non-varga (sibilant),
saṃnipad,1,1,s,a,sibilant,non-varga (sibilant),
saṃnirvā,1,1,s,a,sibilant,non-varga (sibilant),
saṃniṣkṛṣ,1,1,s,a,sibilant,non-varga (sibilant),
saṃnyāsay,1,1,s,a,sibilant,non-varga (sibilant),
saṃpipādayiṣ,1,1,s,a,sibilant,non-varga (sibilant),
saṃprajvalay,1,1,s,a,sibilant,non-varga (sibilant),
saṃprakṣud,1,1,s,a,sibilant,non-varga (sibilant),
saṃpramlā,1,1,s,a,sibilant,non-varga (sibilant),
saṃpratipālay,1,1,s,a,sibilant,non-varga (sibilant),
saṃpratyah,1,1,s,a,sibilant,non-varga (sibilant),
saṃpratyāyay,1,1,s,a,sibilant,non-varga (sibilant),
saṃpravā,1,1,s,a,sibilant,non-varga (sibilant),
saṃprāpay,1,1,s,a,sibilant,non-varga (sibilant),
saṃprārth,1,1,s,a,sibilant,non-varga (sibilant),
saṃsphāy,1,1,s,a,sibilant,non-varga (sibilant),
saṃsraṃs,1,1,s,a,sibilant,non-varga (sibilant),
saṃvaś,1,1,s,a,sibilant,non-varga (sibilant),
saṃvici,1,1,s,a,sibilant,non-varga (sibilant),
saṃvyavahār,1,1,s,a,sibilant,non-varga (sibilant),
saṃvyāp,1,1,s,a,sibilant,non-varga (sibilant),
saṃvīkṣ,1,1,s,a,sibilant,non-varga (sibilant),
seṣidh,1,1,s,e,sibilant,non-varga (sibilant),
siprāy,1,1,s,i,sibilant,non-varga (sibilant),
siṃhāy,1,1,s,i,sibilant,non-varga (sibilant),
siṣādh,1,1,s,i,sibilant,non-varga (sibilant),
skubh,1,1,s,u,sibilant,non-varga (sibilant),
smeray,1,1,s,e,sibilant,non-varga (sibilant),
soṣav,1,1,s,o,sibilant,non-varga (sibilant),
sphar,1,1,s,a,sibilant,non-varga (sibilant),
sphuray,1,1,s,u,sibilant,non-varga (sibilant),
srambhay,1,1,s,a,sibilant,non-varga (sibilant),
sriv,1,1,s,i,sibilant,non-varga (sibilant),
stabakay,1,1,s,a,sibilant,non-varga (sibilant),
staumay,1,1,s,a,sibilant,non-varga (sibilant),
stavay,1,1,s,a,sibilant,non-varga (sibilant),
staṃs,1,1,s,a,sibilant,non-varga (sibilant),
sthūlasthūṇāghaṭāy,1,1,s,ū,sibilant,non-varga (sibilant),
stitīrṣ,1,1,s,i,sibilant,non-varga (sibilant),
stṛh,1,1,s,ṛ,sibilant,non-varga (sibilant),
subhagay,1,1,s,u,sibilant,non-varga (sibilant),
sukratūy,1,1,s,u,sibilant,non-varga (sibilant),
sup,1,1,s,u,sibilant,non-varga (sibilant),
susmūrṣ,1,1,s,u,sibilant,non-varga (sibilant),
suvarṇībhū,1,1,s,u,sibilant,non-varga (sibilant),
suṣups,1,1,s,u,sibilant,non-varga (sibilant),
svadhay,1,1,s,a,sibilant,non-varga (sibilant),
svahastay,1,1,s,a,sibilant,non-varga (sibilant),
svajanāy,1,1,s,a,sibilant,non-varga (sibilant),
svalpaśilāy,1,1,s,a,sibilant,non-varga (sibilant),
svatantrīkṛ,1,1,s,a,sibilant,non-varga (sibilant),
svād,1,1,s,ā,sibilant,non-varga (sibilant),
sākṣādbhū,1,1,s,ā,sibilant,non-varga (sibilant),
sāsah,1,1,s,ā,sibilant,non-varga (sibilant),
sātīy,1,1,s,ā,sibilant,non-varga (sibilant),
sāyakāy,1,1,s,ā,sibilant,non-varga (sibilant),
tandrāy,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
tantas,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
tantasy,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
tanūbhū,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
taptabaḍiśāy,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
taralīkṛ,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
tarjāpay,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
taruṣy,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
taḍ,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
taṃstan,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
taṭ,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
tilvilāy,1,1,t,i,tavarga,C1 (unvoiced unaspirate),
titaṃs,1,1,t,i,tavarga,C1 (unvoiced unaspirate),
titṛts,1,1,t,i,tavarga,C1 (unvoiced unaspirate),
tiḍ,1,1,t,i,tavarga,C1 (unvoiced unaspirate),
tiṣṭhighiṣ,1,1,t,i,tavarga,C1 (unvoiced unaspirate),
tiṣṭhās,1,1,t,i,tavarga,C1 (unvoiced unaspirate),
totud,1,1,t,o,tavarga,C1 (unvoiced unaspirate),
toṣṭuv,1,1,t,o,tavarga,C1 (unvoiced unaspirate),
tudāy,1,1,t,u,tavarga,C1 (unvoiced unaspirate),
tup,1,1,t,u,tavarga,C1 (unvoiced unaspirate),
tuṇḍay,1,1,t,u,tavarga,C1 (unvoiced unaspirate),
tuṣay,1,1,t,u,tavarga,C1 (unvoiced unaspirate),
tvakṣ,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
tvaṃkṛ,1,1,t,a,tavarga,C1 (unvoiced unaspirate),
tāntīkṛ,1,1,t,ā,tavarga,C1 (unvoiced unaspirate),
tātap,1,1,t,ā,tavarga,C1 (unvoiced unaspirate),
tīkṣṇīkṛ,1,1,t,ī,tavarga,C1 (unvoiced unaspirate),
tīmay,1,1,t,ī,tavarga,C1 (unvoiced unaspirate),
tūtūrṣ,1,1,t,ū,tavarga,C1 (unvoiced unaspirate),
tūṇīrāy,1,1,t,ū,tavarga,C1 (unvoiced unaspirate),
u,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ucchiṣṭīkṛ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ucchī,1,1,—,u,vowel-initial,non-varga (vowel-initial),
uccyāvay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
uccṛt,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udah,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udantīkṛ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udany,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udavāp,1,1,—,u,vowel-initial,non-varga (vowel-initial),
uddham,1,1,—,u,vowel-initial,non-varga (vowel-initial),
uddhvā,1,1,—,u,vowel-initial,non-varga (vowel-initial),
uddṛh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udgamay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udgarj,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udrecay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udruc,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udrudh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udvas,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udvelay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udvyudas,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udvṛj,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udāhvā,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udāhāray,1,1,—,u,vowel-initial,non-varga (vowel-initial),
udāsṛ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ujjan,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ujjigīṣ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ujjāgaray,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ujjīv,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ujjṛmbh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ukṣaṇy,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ullasay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ullaṅgh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ullekhay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ullip,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ulliṅg,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ulliṅgay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ullok,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ullolay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ulloḍay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ulluñc,1,1,—,u,vowel-initial,non-varga (vowel-initial),
ullāḍay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmarday,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmathay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmi,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmud,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmukulay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmānay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmāpay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unmūl,1,1,—,u,vowel-initial,non-varga (vowel-initial),
unninīṣ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upadhāvay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upadhṛ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upamīv,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upanamasy,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upanaś,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upanirdiś,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upanirvartay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upanī,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upapalyay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upapipādayiṣ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upaprāp,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upardh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasamārabh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃbandh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃbhid,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃbhram,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃcar,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃghuṣ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃjighṛkṣ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃkalpay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃkramay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃkrāmay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃkuñc,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃkṣip,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃkﾱp,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃmṛj,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃnyāsay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃrodhay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃruh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃspṛś,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃsṛp,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃvraj,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃyam,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃyojay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃyu,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasaṃyā,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upasvar,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upavid,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upavyāvṛt,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upavāday,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upavīṇay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upendh,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upond,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upotkṛṣ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upotsnā,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upoṣay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upānāyay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upārpay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upāvapat,1,1,—,u,vowel-initial,non-varga (vowel-initial),
upāñc,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utkalāpay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utpipatiṣ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utprāsay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utpuṃsay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utpīḍāy,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utsavay,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utsavāy,1,1,—,u,vowel-initial,non-varga (vowel-initial),
utsyand,1,1,—,u,vowel-initial,non-varga (vowel-initial),
uttaṃsīkṛ,1,1,—,u,vowel-initial,non-varga (vowel-initial),
uṣṇāy,1,1,—,u,vowel-initial,non-varga (vowel-initial),
vadhary,1,1,v,a,semivowel,non-varga (semivowel),
vadiṣ,1,1,v,a,semivowel,non-varga (semivowel),
vairāy,1,1,v,ai,semivowel,non-varga (semivowel),
vajrāy,1,1,v,a,semivowel,non-varga (semivowel),
vakray,1,1,v,a,semivowel,non-varga (semivowel),
vakṣay,1,1,v,a,semivowel,non-varga (semivowel),
varcay,1,1,v,a,semivowel,non-varga (semivowel),
varīvar,1,1,v,a,semivowel,non-varga (semivowel),
varīvarjay,1,1,v,a,semivowel,non-varga (semivowel),
vasnay,1,1,v,a,semivowel,non-varga (semivowel),
vasāy,1,1,v,a,semivowel,non-varga (semivowel),
